Official_ID,Label,KLD,EMD,RMSE,RE,NSE,KGE
08EE008,time,0.24310557010243122,1.7225,2.9316848137769016,0.19813538425901808,0.9684796809453222,0.866175485324983
08EE008,frequency,0.08637209172857334,2.1272,4.44862549335474,0.16693164921923764,0.9274215410374933,0.7590622462805561
09AA013,time,0.028556310524003092,0.9925,1.6059820389754895,0.05235003704992035,0.989931114509098,0.9604848638250512
09AA013,frequency,0.0582642787846814,1.559,2.652430536185432,0.07693443683448221,0.9725344644182078,0.8422657462091251
10BC001,time,0.22579239740877044,2.8029,5.634986515536867,0.13734502380835756,0.7632613188894983,0.5164893171810592
10BC001,frequency,0.16717806035827265,2.6367,5.012370330054051,0.14838000540588556,0.8126862050403297,0.5637190921521981
12452500,time,1.260487670296816,9.0028,10.103557647404529,0.7625032241237746,0.5137894926642539,0.6419617843280574
12452500,frequency,0.8483934836828814,9.2812,10.183446727215648,0.5875957169843236,0.5060701373023454,0.5403308773724974
08MH076,time,0.10972456125149986,13.828,24.302752926667313,0.24456878982232338,0.8915906044418355,0.6521680485392103
08MH076,frequency,0.10687889695016448,12.1564,21.56016629664223,0.22203057175283997,0.9146781639981194,0.6912290002120467
08NJ130,time,0.570904117335598,5.1986,7.297664850069417,0.6073394480361004,0.8517641740982205,0.521419584496696
08NJ130,frequency,0.2695164384067276,6.0791,9.297976710142478,0.6058724554464758,0.7593630818234092,0.40171873943405145
08JE001,time,0.14073067509142406,2.065,2.58556208949533,0.19884209366318634,0.8536117883024312,0.681412462312782
08JE001,frequency,0.07204339233567418,1.9507,2.438904898202849,0.18990053486755246,0.8697475519259016,0.7051921475330722
07EC004,time,0.014006558510666664,0.7878,1.3030071603623248,0.044656181620020725,0.9968881038153606,0.9658471305228288
07EC004,frequency,0.017759991371391178,0.8794,1.49904012677383,0.05414311302837426,0.9958813203659922,0.931836590741472
12104500,time,0.07311512735592256,9.2024,17.136390785884732,0.12301072887551631,0.8375956417799775,0.6105805341846811
12104500,frequency,0.06271266779760584,8.6501,15.858708970602372,0.12185609240802958,0.8609104111714803,0.6377389068952892
08CF001,time,0.29993326728199227,2.1925,2.4847301682693574,0.22714005612290322,0.9826738913282156,0.870512273256804
08CF001,frequency,0.13458444349235243,2.6061,3.1209665400171964,0.2277753313537473,0.9726648920539309,0.8275043580748975
07OC001,time,0.17807004441765717,0.9373,2.347572687463915,0.28827975327565464,0.7746543857787673,0.48100345111235776
07OC001,frequency,0.1313277626136976,0.801,1.9356035980546376,0.2722369155538174,0.8468052595094958,0.5622876561806018
10EB001,time,0.09610475737015657,2.6809,4.535186354918986,0.13293963260822556,0.9385024160052847,0.7511402776858891
10EB001,frequency,0.03243775608372203,2.3898,3.6815797402696964,0.12918416365717642,0.9594737702188412,0.7872998213556175
08NM146,time,3.347518098052851,2.7984,6.324979093017496,4.215033483480805,0.6388327288860998,0.3537199520767583
08NM146,frequency,1.229151893993119,2.5975,5.61036667892339,3.499796652641611,0.7158336216992245,0.4305476014968119
08FC003,time,0.15023063825002989,2.1676,3.81456661861873,0.3588701756600473,0.6105851696945326,0.3193728338574805
08FC003,frequency,0.17445590808726805,2.7617,5.117118132712609,0.40367017420908147,0.29923409209175234,0.10065028333027048
12144500,time,0.01259332695074146,2.9096,3.3804646761161865,0.027915944988742194,0.9971763163296871,0.9584861501671562
12144500,frequency,0.0070388805603757995,2.4077,2.693500870027731,0.022353228511265987,0.9982073418568327,0.9691869088967913
12392895,time,1.8997981668867023,13.2874,19.05186933057727,0.7185788490577008,-0.05655894445362297,-0.07847797265793632
12392895,frequency,0.9959516257877198,12.8862,18.098826528266066,0.729513956017748,0.04650289776473571,-0.029723878461768605
08NG078,time,0.339923650419099,0.9429,0.9556962452150515,0.29234008853840826,0.9877569651868476,0.8983516773356042
08NG078,frequency,0.3181617486905675,1.0763,1.1311624368030144,0.29147571291636615,0.9828486118862683,0.872480689949249
08FF003,time,0.20444375482819982,31.8887,52.020815632394104,0.22536099949754418,0.6492473806053891,0.42378543847516725
08FF003,frequency,0.15182129422733168,29.4285,48.11781940447654,0.19949087161913046,0.6999051902234236,0.46663271228557124
15052000,time,1.5423338164112699,59.9931,99.4080575824903,0.6320835058403679,0.7296297366865918,0.4535668518019439
15052000,frequency,0.7649085175219512,55.6054,86.93781244505023,0.5903538629545264,0.7932082708944715,0.5145644720969493
08NH005,time,0.05394082364816925,2.937,4.926113016844456,0.07638857881120935,0.9812182956703399,0.8820336915850251
08NH005,frequency,0.01687430204421514,3.2474,5.882701111014992,0.07174948314658135,0.9732157294502255,0.828858294817859
08LG068,time,0.6378563482677495,11.1487,18.663471480223112,0.5008514208364105,0.5661652129722244,0.21971897316068456
08LG068,frequency,0.38489804540504186,10.8739,18.175778624968306,0.48366678085407827,0.5885419466200328,0.2388082907103688
05BL022,time,0.08091076842417697,2.2626,4.917649616983762,0.08734366724108342,0.9247764458831964,0.7174731794219806
05BL022,frequency,0.016028909071585825,1.8573,3.781859415449262,0.06164610660168759,0.9555113275915789,0.775479624430201
10BE004,time,0.2442399744207124,2.1967,2.8848919564531474,0.18226218725029678,0.9738171272588337,0.8379697575745384
10BE004,frequency,0.1899454033677747,1.5875,1.73537142643701,0.18036147644696984,0.990525788535382,0.9022818942067271
08KH003,time,0.12538828246883302,3.2801,5.108455058683868,0.09876409677737441,0.9661713848237716,0.8296640877254251
08KH003,frequency,0.03966951649587477,2.7346,4.057074553532989,0.07766796277151233,0.9786631137239109,0.8614697423966766
08KA009,time,0.15884762907563665,5.6473,12.500146587681401,0.07979272758183718,0.9070996849434394,0.6991115233280959
08KA009,frequency,0.04763958771754901,4.8767,10.295984950198852,0.062336866887381756,0.9369735605718273,0.7433612631051892
05CB004,time,0.9938514514999365,1.5419,1.53994618598874,0.6126544091742755,0.6576941082650721,0.5469287183395966
05CB004,frequency,0.999998423389738,1.4225,1.4828523973157943,0.6023107291768451,0.6826056931508659,0.5568495484616536
12330000,time,0.2888474907698934,2.8513,4.317134256234055,0.40490898849495927,0.7600050715954112,0.4543937763571374
12330000,frequency,0.13593046892156577,3.5394,5.677292202913053,0.4176710130222005,0.5849566598464127,0.282010113689681
05BF017,time,0.20241413560954874,4.2989,8.308794286238848,0.221459065832743,0.8735766092688877,0.6038668997420293
05BF017,frequency,0.09959203093776825,3.9041,7.258084876798953,0.2037803183276252,0.9035292830587996,0.6499958131752208
12121600,time,0.008814036913494654,0.671,1.4651410716805846,0.034452523557753835,0.9962923846930372,0.943559113784865
12121600,frequency,0.017952196300650498,1.4929,3.2566629869703094,0.0435071262051305,0.9816818581713328,0.8730759958494353
09AG003,time,0.510311981574422,1.0218,2.430561447766893,0.18069816779030964,0.9254387275605029,0.7863618250464134
09AG003,frequency,0.07025751392972608,0.6581,1.1097425399738161,0.14201500793757477,0.9844566520449698,0.9413146580042645
09AE004,time,0.43500578134003526,1.5607,1.6060659866163223,0.33293136820218955,0.951594841730756,0.813644654758561
09AE004,frequency,0.19420344844206444,1.8942,2.035794650945834,0.34174101725703543,0.9222262906131797,0.7358613153403093
08LE075,time,0.12599001098599713,0.948,2.246490594267044,0.1578709422641375,0.9292549285571399,0.7635530082637279
08LE075,frequency,0.03913826474739464,0.7853,1.6528334380335261,0.14487732940433584,0.9617047277816084,0.8381366185634015
08GD006,time,0.09666680586975862,5.9564,7.358242858506899,0.16875052436865104,0.9487278577301449,0.7994631629656713
08GD006,frequency,0.031830889647435794,5.2294,6.479166208405908,0.15553963565389006,0.9602468570572515,0.8373467185698777
08HB014,time,0.08726859023215554,40.4442,71.86729722640432,0.3045170965246404,0.8194124003321999,0.5143910888312198
08HB014,frequency,0.07403909875124653,38.7432,68.4051710766647,0.30182197823924106,0.8363925153728664,0.5363261737646448
08NL024,time,0.06752216720518213,2.1491,4.790712426953919,0.12025611479748559,0.9319764432227016,0.7456192152590465
08NL024,frequency,0.047420741975572965,1.7923,3.5864142464397433,0.1392167653183727,0.9618776175402364,0.8182311524802219
08HB086,time,1.0379471079471632,91.356,176.7102792269024,24.3062506963456,0.4706236370189081,0.20013542625736158
08HB086,frequency,0.8072562938766992,89.4804,173.42296960965226,20.1846168911721,0.49013622541182444,0.2153667066451609
08NC004,time,0.053587813615386955,6.2264,10.658006666132383,0.07762714746324548,0.9620453770427346,0.7993024449202759
08NC004,frequency,0.02916861660217323,5.4542,8.880811200803105,0.07352069750235206,0.9736477330548596,0.8297637727975156
08JB012,time,0.6803636283789448,1.0889,2.765043243415088,0.32525564610704427,0.8628615443738107,0.6312202174228212
08JB012,frequency,0.08360229604888286,0.55,1.4587270376588628,0.11200673009334543,0.9618316431194353,0.8047143068860607
10AD002,time,0.20128186942309118,5.4702,9.52943942940069,0.22388622848040723,0.8511325277545241,0.587525357592924
10AD002,frequency,0.11968679141680971,5.1434,8.774134052146538,0.21145973709436622,0.8737958497884694,0.6158163838575146
12332000,time,0.2281638386523787,3.4653,5.776984414004176,0.3078226266835506,0.8394505789990957,0.5429320695820168
12332000,frequency,0.16279093995383495,3.0247,4.880353772934151,0.29561682861897526,0.8854199620887706,0.6116972080051121
15049900,time,0.23307672115368713,25.7672,56.531289807678974,0.20567159163673115,0.832881454886492,0.6973162808097142
15049900,frequency,0.1463234898033718,21.5117,47.23721940326658,0.19269887254351503,0.8833148717895458,0.7503999394844566
08KG001,time,0.04861181108234394,0.9027,1.2638487663451174,0.253348906489748,0.8685054327488172,0.6378739993158696
08KG001,frequency,0.05216765531349396,1.1506,1.7580875544870007,0.26485623528715246,0.7455522636672518,0.48257871695683896
08NM142,time,0.1400095115339603,1.4565,2.5019142581285103,0.3189799951436054,0.8452019164652338,0.5703981528192223
08NM142,frequency,0.05948397445288099,1.6449,2.811699347041745,0.3190341520382157,0.8044947179236037,0.48175185457964964
12365000,time,0.10212616199950271,0.6816,0.6932669304143456,0.1792360505601573,0.9924363538582065,0.9280177400553119
12365000,frequency,0.10936074322665583,0.814,1.0248728397905293,0.18681390207382145,0.9834701009277091,0.876885247990815
05BF018,time,0.20938827125584442,7.7664,14.659107980940234,0.3505749530585508,0.679387534640446,0.3309893592750872
05BF018,frequency,0.14699431419824846,7.5947,14.273189826349402,0.3463942499550904,0.6960463245792827,0.3464781223367194
12439300,time,2.8693185431388764,0.5763,0.8123643577157911,58.74523064144808,0.25327398146902813,-0.13613354832749747
12439300,frequency,2.0607320081492104,0.8608,1.4392895742760157,29.213129350034908,-1.3439909026359707,-0.9224878301980426
08NM173,time,1.0281315271634677,2.1121,3.556531650901453,1.2119586392336794,-0.6602153627158762,-0.5473149786984426
08NM173,frequency,0.6362545710428321,2.4521,4.264959516228929,1.199937941777447,-1.3874863568191405,-0.8504160602636164
07GA001,time,0.11570723764075319,4.1626,5.118169140591846,0.1988284446559711,0.9554786627403329,0.8313208414587212
07GA001,frequency,0.07744588523090144,3.7554,4.808092976408504,0.18486876764633958,0.9607097631308009,0.8526928696428044
12456500,time,0.09379808116764479,6.6356,10.768820891952245,0.2031024825688678,0.9265873665937879,0.7545832921226733
12456500,frequency,0.10262730553815673,5.9337,8.301029709190699,0.2213648421453513,0.9563787173168015,0.8288777821580411
12025700,time,0.7421304680106052,12.1259,19.42802905165661,0.2557876570664972,0.9003677014777816,0.6733795924022186
12025700,frequency,0.20260925430197846,11.3309,17.637580910624095,0.24115818851133755,0.9178853399474076,0.704290862198111
08NG012,time,0.14823407951921064,6.2926,11.997932788604945,0.17607257762544765,0.8388601379623357,0.5571221299749036
08NG012,frequency,0.09074852700190131,6.0049,11.475377602745912,0.17807221949273383,0.852590963264262,0.575646663777669
08KA008,time,0.28595738453398295,3.2478,6.7096692885158875,0.11621419255477541,0.9695269072720023,0.9006353574413749
08KA008,frequency,0.12982906053336993,2.6186,5.007786798359915,0.10613245602671041,0.9830251492146943,0.9356847338024454
12335100,time,0.05040595618197519,0.8903,1.1801488936650417,0.12159627031953223,0.9776037963723517,0.8633160146704076
12335100,frequency,0.08425037247375473,1.1661,1.7299105141017284,0.1488546794789912,0.9518775115666505,0.7832777775956423
08GD007,time,0.13576476225984915,8.7559,10.923435678702267,0.23481143095624069,0.8895735947581254,0.7017004549017003
08GD007,frequency,0.0530274078521469,8.2284,10.248155633819058,0.2220778891623774,0.9028045695267922,0.7246093537765452
15085100,time,0.04744488803552299,13.9794,22.064653007741008,0.20618993173104122,0.9411235098153051,0.8217943227720723
15085100,frequency,0.03950399627190032,14.9979,18.55441196398692,0.21960487819659685,0.958366578979668,0.8521236970810575
12125200,time,0.046744369004013846,3.7822,4.389513418184204,0.20891885753596234,0.9384589668647715,0.7850728259029337
12125200,frequency,0.06760711702221064,3.286,3.707178003135037,0.20174120791749167,0.9561046112144882,0.8642452609508183
08EE003,time,0.9274917890890381,1.966,2.9259735126989916,0.5658565042557314,0.9398295089646606,0.7490076259870859
08EE003,frequency,0.508748694953408,1.6894,2.6781939084794835,0.5237669990358521,0.9495888261005933,0.7972198613897495
08NN013,time,0.10320774730566636,2.0792,4.325452344239599,0.14955947909487,0.8773933086829996,0.6035079720458485
08NN013,frequency,0.0399636765451827,1.8402,3.882166112618314,0.10982835790328255,0.901235848217049,0.6437002035411088
12390700,time,0.029186589644212814,3.4805,4.996020969086934,0.2399086473396339,0.9109182010653445,0.6746418766228132
12390700,frequency,0.03014040404455732,3.8653,5.748345099296981,0.24219886304396676,0.8820695000991606,0.6231186757970584
08NJ013,time,0.28141417907838717,4.9375,7.980309712289982,0.1975394171713769,0.9317362836538902,0.7546260340753415
08NJ013,frequency,0.0957383658936397,4.4729,6.6010562450362125,0.1897071559603471,0.953293502435453,0.7996363507373033
07HA005,time,0.2957990030436594,0.4506,0.9196204706264112,0.4844389920865022,0.9565188058191174,0.8209689638655148
07HA005,frequency,0.08865934273626944,0.333,0.4998120376454587,0.2864985386514763,0.9871560789803318,0.953269413267595
12113000,time,0.1312949112659804,3.4883,4.536732856728673,0.14812204366344603,0.9813097263948176,0.868010440015383
12113000,frequency,0.050750997180544766,3.0504,3.6733884429628954,0.1358129562092574,0.9877464209729351,0.8948420908832067
10BD001,time,0.3257247094962702,2.7389,4.016737396841217,0.3135176637580296,0.7952359385005738,0.5532887865870257
10BD001,frequency,0.18702550749658164,2.4352,3.2598414666850597,0.3055639022674008,0.8651348264528065,0.6285180673709337
12036400,time,0.16359496177083838,15.3335,29.83350996729479,0.19092565697197675,0.8962081735150124,0.6575085346327356
12036400,frequency,0.14592785249061827,12.1874,23.859612893799458,0.1677295756759043,0.9336132761094222,0.7211564479641848
12083000,time,0.0618556933218185,13.3925,19.986294901186916,0.2390233775806433,0.8873701711228915,0.647623157196966
12083000,frequency,0.0570791285216873,12.5901,18.60726634811972,0.2353482660774552,0.9023765862236139,0.6711387626402672
08KA007,time,0.08797753397560927,4.3371,8.062449637466354,0.11354526310618389,0.9319334024944081,0.7402366594587501
08KA007,frequency,0.06357851067539105,4.1143,7.48893165346662,0.11275131577358445,0.9412727389732745,0.7554430771160349
12201960,time,0.6356448197112692,8.3684,14.770285871263068,0.7783297913191456,0.8763229299008165,0.6559038723847013
12201960,frequency,0.08322781233070908,3.5081,4.64638444708893,0.31876280145500346,0.9877611202333747,0.9386964164335464
08MF068,time,0.0435639366012283,3.6416,4.629991673903459,0.1250410739394368,0.984272697461153,0.880133413309577
