ids,MoM LogNorm RB,LogNorm RB,2-NN RB,8-NN RB,LSTM Time RB,LSTM Dist. RB,LSTM-4NN RB,LSTM-LN-4NN RB,MoM LogNorm MB,LogNorm MB,2-NN MB,8-NN MB,LSTM Time MB,LSTM Dist. MB,LSTM-4NN MB,LSTM-LN-4NN MB,MoM LogNorm RMSE,LogNorm RMSE,2-NN RMSE,8-NN RMSE,LSTM Time RMSE,LSTM Dist. RMSE,LSTM-4NN RMSE,LSTM-LN-4NN RMSE,MoM LogNorm KLD,LogNorm KLD,2-NN KLD,8-NN KLD,LSTM Time KLD,LSTM Dist. KLD,LSTM-4NN KLD,LSTM-LN-4NN KLD
08NC004,-8.55579614523635,-5.1324355012983105,-0.12189028378184,-4.78066799635927,-12.43443139650411,-11.07450527894447,-4.67192026017083,-6.24360574916453,-4.084969270454223,-2.450483970105483,-0.0581965786892898,-2.2825323939309583,-5.9368256662556735,-5.287528241911092,-2.2306104468139885,-2.981012396252893,69.0342333336377,42.54631708516816,13.404851099903038,8.200415994467258,10.429393343965266,9.805403722622952,7.629503870099819,17.47634001711713,0.4126435006169523,0.2706263348024963,0.0379163783020858,0.0233765403683438,0.0535872384069035,0.0291855504784644,0.0192260686308145,0.0729270353913307
08JB012,25.1750761693699,-58.0735946948934,44.15830820310312,65.10214292745592,-20.40566310660523,-9.865943804030609,19.51913708259046,-7.45663070390339,1.061108108410084,-2.447752761528769,1.8612352380881407,2.744000108299363,-0.8600813929710255,-0.4158411635835434,0.8227135543050432,-0.3142900797095235,124.750656131847,92.07413379473861,86.65852962523104,77.20390248978775,45.77722560875852,14.509158737928507,29.167836618644994,13.75188478722691,0.4969893303744462,0.2620143224956728,0.4570654213024453,0.2208784268846046,0.680343134081383,0.0835907321160425,0.1038893014192581,0.0802910923957824
10AD002,-25.520385391454496,-29.55816088416303,-30.74098811976112,-27.281037699244195,-26.48722370358911,-25.10818431799796,-25.943678892668594,-27.4660154240767,-5.006650448992532,-5.798790934859545,-6.030840820445156,-5.352059443884383,-5.196327109250679,-4.925783853216612,-5.089701660723738,-5.388357792112946,52.86677824597381,47.84220993320065,63.14311814792657,36.58605375752404,30.002599447743883,32.50851728311493,38.583303932481016,38.69206431327095,0.322890477015011,0.253563991188487,0.1868487144186967,0.1084828738584333,0.1875246949987663,0.1159219255613639,0.1233242526650428,0.1341520398855209
12332000,-8.773232239457041,-37.54231451553513,8.077655582712701,-1.26427738954123,-31.96683528694959,-28.441772561268742,-18.65537889992291,-24.98173193300986,-0.912695750750687,-3.905597161508095,0.8403336108227443,-0.1315251403028938,-3.325569634430612,-2.958850769245565,-1.940753872899609,-2.598896182212041,39.69929539311767,71.45019835028737,21.494776990102427,16.410885798253183,45.13508061551323,49.002338805594256,28.548771325852297,42.29589518579506,0.2512144477757533,0.3367613540222123,0.086301402079804,0.0922260672599419,0.2227199565384796,0.1632366323864832,0.1111788675189018,0.1646679937839508
15049900,-21.17206759560859,-19.601381426208107,-11.79180260163776,-12.62967892268027,-14.95522174849395,-12.62486646190667,-13.295687061867609,-16.43708391876921,-28.2091058986714,-26.116364966019788,-15.7110875838514,-16.827451952307296,-19.925944036230185,-16.821039956172175,-17.7148220549768,-21.90033620442448,29.603417409742416,73.55441788604713,128.20338963401005,98.9221834266971,36.41982168793585,35.884570888275036,59.501491607909294,58.26000997112166,0.0913814044287798,0.1489597255879695,0.1138266941580762,0.0978661184094831,0.2318524129510946,0.1450911911992222,0.0944879353046417,0.0807024091482162
08KG001,69.88731606805318,-3.8620582738167,-0.12120094409596,156.00926745263024,27.888811163057042,34.47276624400722,94.80398327355825,60.615561007426635,2.244456252820512,-0.1240313883707363,-0.0038924118442184,5.010293648865226,0.8956591856768602,1.1071052674714228,3.0446635388005485,1.9466902350581512,71.35116560612612,36.60584645102267,105.99069166738677,117.93354012536183,26.480238210027608,28.899808811096285,75.39413653131437,55.94829326330313,0.2714987905520339,0.184339642628297,0.5547454467007241,0.447877568968047,0.0486103790519597,0.0521851366979891,0.2718430459499359,0.2302713394165039
08NM142,118.48462821028605,29.34431936622203,65.7946108543483,104.5898018902654,35.476358634899455,40.0825320964971,53.111329327197495,45.24478232403114,4.746710922822314,1.1755871066348194,2.635852453795911,4.190058765827696,1.4212478156691375,1.6057795495559617,2.1276633911082565,1.8125260318085623,181.25349531066055,49.91587609208206,58.33598068284998,75.65127395544407,34.43579765481164,34.40428588023272,47.33559771235238,45.45532536572685,0.5155658320042724,0.1318811323467926,0.0895178277148896,0.1181387937078949,0.1046553022328261,0.0542758658722574,0.063184417784214,0.060569480061531
12365000,21.39978380290834,3.00379455870655,-9.506927113796749,1.2246411114667,-4.9052298470986,-2.06041242309372,-4.2522189752707895,-1.81982373715768,1.4451481680116394,0.2028491616353689,-0.6420120141613943,0.0827012027321193,-0.3312549319422168,-0.1391416504954432,-0.2871564393140273,-0.1228944481882117,37.034210409472415,28.975666172469005,14.15369009410452,4.418692137182845,25.31938464217689,27.27175100989858,16.971393673358094,14.968049819214023,0.1704391355445897,0.153968183169305,0.0220866042073325,0.0123985229665744,0.1000077899838283,0.1087356743756164,0.0474669262766838,0.0549959503114223
05BF018,-14.586291591088878,-15.76364946709035,-19.65865944187703,-3.57664662704064,-45.49114732489585,-44.74945901021029,-33.658470209829275,-28.036770124377508,-2.342077043829725,-2.531121862832231,-3.156531919286114,-0.5742914096274129,-7.3043769337646305,-7.1852862680766485,-5.401485812435493,-4.499319639581104,46.381231941941216,24.24319391145826,16.55587732131858,18.444988409801798,60.58826587557684,59.19553883092252,31.012021970759317,22.868817712456547,0.1250171251056983,0.0632946547130282,0.0468781599030026,0.0386804146144605,0.20544225291468,0.1421802895243727,0.0715310275554657,0.0485727377235889
12439300,570.0438286216247,200.14080205197482,231.77222531896624,266.5896911394605,91.34018531653528,141.75675739933396,191.77187256436702,193.68074157648326,3.001572724984146,1.0538438317072054,1.2203994763147552,1.40373126680631,0.4809528586671012,0.7464219332413174,1.0097642896529369,1.019815334867678,7102.490425571975,2079.105734438492,2149.6217457396697,2068.5795899136006,1641.9783222856304,1238.8995269789932,1560.7581764260078,1707.0566362616698,6.851064913051317,3.6725939460958985,3.0541124005135587,2.128501637251635,2.6635422364084684,2.0308545618768483,2.152216672897339,2.285135507583618
