region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,q_mean_mm,q_sd_mm,record_len_years,camels_q_mean_mm,n_years,log_drainage_area_km2,n_complete_years,tmean
CLR,12359000,2476.0,-113.338067810174,47.5702337766559,-1278.41,2.56237,0.71,0.09,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.64,0.11,0.24,0.01,0.01,0.0,0.0,0.0,-0.01,0.58,0.21,0.19,0.01,0.01,0.0,0.0,0.0,0.0,22.461336,68.5943256723722,1905.403,1885.8917,2842.1062,1119.0903,1885.8917,1122.9,-2.6,8.5,559.0,305.1,320.3,4.4,0.7,1.0,0.0,1.92451872870601,3.04834431111487,17,,17,7.81480342948936,14.0,2.95
CLR,12359500,482.1,-113.246483396028,47.8829854510285,-1240.91,2.75967,0.83,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.01,20.868776,254.572240443269,1854.9258,1835.584,2710.4224,1125.9666,1835.584,1055.9,-2.4,8.4,570.9,271.3,314.4,4.4,0.7,1.0,0.0,1.99360217455715,3.38520159343058,7,,6,6.18022367156036,6.0,3.0
CLR,12359800,2999.6,-113.326676699884,47.6257210173191,-1271.75,2.57366,0.73,0.09,0.16,0.01,0.01,0.0,0.0,0.0,0.0,0.65,0.11,0.23,0.01,0.01,0.0,0.0,0.0,-0.01,0.61,0.19,0.18,0.01,0.01,0.0,0.0,0.0,0.0,22.11944,64.1493856333513,1891.3534,1871.8342,2842.1062,1096.6344,1871.8342,1108.4,-2.5,8.6,562.0,296.6,318.7,4.4,0.7,1.0,0.0,2.08790139292154,3.0300472222943,49,,53,8.00656754765291,17.0,3.05
CLR,12360000,122.6,-113.449107990637,48.0144555274959,-1327.97,3.81094,0.88,0.12,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.78,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.79,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,23.78754,183.322352861932,1658.0852,1655.7524,2368.3267,1096.3972,1655.7524,1119.3,-1.3,9.3,613.4,240.9,308.0,4.2,0.6,1.0,0.0,2.42274406118912,4.14629812923721,11,,17,4.81705054502359,8.0,4.0
CLR,12360500,57.7,-113.544288096237,48.0531296321501,-1356.81,4.69226,0.85,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,24.446779,133.970939245364,1688.8671,1676.2316,2339.4553,1104.5435,1676.2316,1218.0,-1.4,8.8,616.2,277.3,310.8,4.2,0.6,1.0,0.0,2.98739312303578,4.56069663484161,7,,6,4.07243972683405,6.0,3.7
CLR,12360600,13.3,-113.615526264551,47.9800827082814,-1429.63,4.21275,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.688717,46.217940197914,1504.8311,1534.8586,1988.8193,1116.7172,1534.8586,1020.1,-0.9,10.1,629.0,177.9,296.9,4.2,0.7,1.0,0.0,2.22379078229008,2.46971396467196,4,,2,2.66025953726586,2.0,4.6
CLR,12361000,183.6,-113.726718632208,47.9743224703703,-1277.45,6.14047,0.84,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.84,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.684711,51.2185035672671,1702.0186,1686.3628,2329.5527,1109.2948,1686.3628,1325.4,-1.5,8.9,615.7,291.8,309.4,4.2,0.6,1.0,0.0,3.02531652383169,4.45464814187501,25,,26,5.21819132206875,22.0,3.7
CLR,12361500,72.0,-113.874450724846,48.1453237700438,-1255.3,7.84946,0.8,0.1,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.8,0.09,0.09,0.0,0.0,0.0,0.01,0.0,0.01,0.81,0.16,0.02,0.0,0.0,0.0,0.01,0.0,0.0,23.743097,67.5186194802036,1762.5129,1721.1503,2289.645,1095.6378,1721.1503,1522.4,-1.6,8.4,617.4,347.5,311.3,4.0,0.6,1.0,0.0,4.59853564787584,6.83321845094619,11,,17,4.29045944114839,8.0,3.4000000000000004
CLR,12361600,9.7,-113.727882907381,48.2267494147083,-1589.8,12.54163,0.86,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,25.497458,221.683448652944,1826.9148,1762.1345,2401.7205,1097.1991,1762.1345,1458.9,-1.8,7.9,608.9,376.9,318.3,4.3,0.6,1.0,0.0,2.87031237002864,4.23389378957917,4,,2,2.37024374146786,2.0,3.0500000000000003
CLR,12361700,8.4,-113.858445947627,48.2060662679749,-1411.36,1.22233,0.35,0.07,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.06,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.668251,35.1362380984233,1539.2896,1553.1592,2054.2581,1145.8901,1553.1592,1352.0,-1.1,9.3,633.9,255.9,293.7,4.2,0.6,1.0,0.0,3.07489703575421,5.45463413245746,3,,1,2.24070968927596,1.0,4.1000000000000005
CLR,12361880,41.1,-113.953414079989,48.231923803505,-1216.9,9.00904,0.81,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.895544,28.6390058383159,1641.2306,1614.6107,2158.345,1090.2664,1614.6107,1453.0,-1.6,8.7,615.8,306.0,304.6,4.1,0.6,1.0,0.0,4.81030207914889,5.09742019879401,4,,2,3.74004774068834,2.0,3.55
CLR,12363920,422.3,-114.718666939547,48.6292151426101,-1340.91,6.77801,0.88,0.08,0.03,0.01,0.0,0.0,0.01,0.0,-0.01,0.87,0.08,0.04,0.01,0.0,0.0,0.01,0.0,-0.01,0.9,0.06,0.03,0.01,0.0,0.0,0.01,0.0,-0.01,15.111692,184.870207112171,1438.2539,1425.8663,2239.7188,931.07343,1425.8663,976.7,-2.6,9.8,551.0,184.6,304.0,4.6,0.7,1.0,0.0,0.853414357673116,1.0321754456007,11,,9,6.04808114752688,9.0,3.6000000000000005
CLR,12365000,1441.7,-114.675457946495,48.4601583396082,-1440.37,8.04289,0.78,0.09,0.1,0.01,0.02,0.0,0.01,0.0,-0.01,0.78,0.1,0.08,0.01,0.02,0.0,0.01,0.0,0.0,0.82,0.12,0.03,0.01,0.02,0.0,0.01,0.0,-0.01,12.448641,82.8126192689005,1415.7356,1372.5404,2239.7188,902.88373,1372.5404,814.4,-2.5,10.5,547.1,143.9,302.3,4.5,0.7,1.0,0.0,0.5988601568285,0.759966889864949,36,,56,7.27427163695173,28.0,4.0
CLR,12365700,1531.0,-114.657139717496,48.4499257889521,-1438.72,7.56648,0.74,0.1,0.1,0.01,0.04,0.01,0.01,0.0,-0.01,0.74,0.1,0.08,0.01,0.04,0.01,0.01,0.0,0.01,0.77,0.13,0.03,0.01,0.04,0.01,0.01,0.0,0.0,11.852015,86.9870721961462,1388.5165,1346.4028,2255.4932,897.43201,1346.4028,795.6,-2.3,10.6,550.3,137.6,301.5,4.5,0.7,1.0,0.0,0.602143363953392,0.799026935585589,12,,11,7.33432935030054,16.0,4.15
CLR,12365800,199.9,-114.547215484082,48.6416504487679,-1184.57,4.10323,0.91,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.9,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.01,18.327152,192.910028013667,1573.0264,1571.0977,2271.8494,917.77747,1571.0977,1142.9,-3.1,8.8,537.9,256.2,312.5,4.5,0.7,1.0,0.0,1.6498403021353,2.59102075039553,10,,8,5.30280727182089,8.0,2.8500000000000005
CLR,12366000,452.6,-114.444464328206,48.5313241501172,-1226.56,4.00481,0.73,0.07,0.06,0.02,0.07,0.02,0.03,0.0,-2.2204460492503086e-16,0.72,0.07,0.06,0.02,0.07,0.02,0.03,0.0,0.0099999999999997,0.73,0.08,0.05,0.02,0.07,0.03,0.03,0.0,-0.01,12.288061,180.375912027382,1184.9707,1304.3099,2271.8494,907.24518,1304.3099,917.4,-2.1,10.5,563.8,173.3,303.8,4.5,0.7,1.0,0.0,1.06272424574104,1.19124922178266,36,,56,6.11721575241354,30.0,4.2
CLR,12366080,486.7,-114.434111589001,48.514225134079,-1239.29,3.72039,0.68,0.07,0.06,0.02,0.1,0.03,0.03,0.0,0.0099999999999998,0.68,0.07,0.06,0.02,0.1,0.03,0.03,0.0,0.0099999999999998,0.68,0.08,0.05,0.02,0.1,0.03,0.03,0.0,0.0099999999999998,11.571433,178.008067668668,1132.1296,1277.1791,2271.8494,887.36078,1277.1791,887.7,-2.0,10.7,567.6,163.2,302.6,4.5,0.7,1.0,0.0,1.22427412282251,1.33995834506871,13,,13,6.18970046271601,11.0,4.35
CLR,12367500,526.8,-114.525057405496,48.0955998051492,-1515.29,9.70744,0.65,0.17,0.12,0.03,0.0,0.0,0.02,0.0,0.0099999999999998,0.66,0.2,0.09,0.03,0.0,0.0,0.02,0.0,0.0,0.71,0.19,0.04,0.03,0.0,0.0,0.02,0.0,0.01,13.13581,3.65364598826976,1314.3691,1330.8102,2063.3943,956.57709,1330.8102,709.6,-1.8,11.0,568.2,112.3,300.1,4.3,0.7,1.0,0.0,0.174646277490818,0.260441892167698,4,,24,6.26871742406922,1.0,4.6
CLR,12369200,196.8,-113.75280637232,47.3550686186386,-1313.51,2.14484,0.72,0.1,0.12,0.02,0.01,0.0,0.03,0.0,0.0,0.75,0.08,0.11,0.02,0.01,0.0,0.03,0.0,0.0,0.75,0.08,0.1,0.02,0.01,0.0,0.03,0.0,0.01,15.324897,34.5365775532117,1638.8466,1699.6847,2845.4824,1151.5115,1699.6847,1157.2,-1.7,9.8,586.1,285.2,314.6,4.0,0.6,1.0,0.0,2.00713297837841,2.25846264628561,21,,19,5.28725641918861,19.0,4.050000000000001
CLR,12369650,34.2,-113.725182999721,47.8947250009008,-1400.43,8.34012,0.8,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.79,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.01,27.291046,256.44512488294,1685.463,1664.0134,2370.1277,1025.1726,1664.0134,1302.5,-1.6,9.1,611.6,287.0,314.2,4.3,0.7,1.0,0.0,2.73198024598192,3.68513953074261,8,,6,3.56104608260405,3.0,3.75
CLR,12370000,1740.3,-113.783947041916,47.6379278990369,-1252.59,4.51666,0.8,0.08,0.07,0.02,0.01,0.0,0.01,0.0,0.01,0.81,0.08,0.07,0.02,0.01,0.0,0.01,0.0,0.0,0.82,0.09,0.05,0.02,0.01,0.0,0.01,0.0,0.0,15.76153,350.822030161516,1458.5492,1529.9305,2835.9312,931.40735,1529.9305,1093.9,-1.2,10.1,613.0,230.2,306.7,4.3,0.6,1.0,0.0,1.67890595050419,1.60813306041881,69,,69,7.46238723968534,74.0,4.45
CLR,12370900,5.3,-113.985236498031,47.8342172386303,-1568.48,10.75534,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,20.658714,220.974902024872,1824.6857,1678.723,1968.3434,880.69623,1678.723,1122.0,-1.2,9.4,625.2,216.4,312.3,4.4,0.7,1.0,0.0,0.616858821655883,0.684926918119857,6,,4,1.84054963339749,4.0,4.1000000000000005
CLR,12374250,50.4,-114.778363449378,47.8006747301857,-1530.53,8.85596,0.21,0.05,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.77,0.02,0.0,0.0,0.0,0.0,0.0,0.0,16.21805,55.0527117509615,1387.9989,1414.6219,2149.8135,922.12061,1414.6219,742.0,-1.7,10.8,568.7,121.1,301.1,4.5,0.7,1.0,0.0,0.464853466025761,0.754029329000438,37,0.394046550633463,36,3.93963817246112,37.0,4.550000000000001
CLR,12374800,37.2,-114.472014799883,47.8673718805029,-1432.73,6.28228,0.59,0.14,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,12.581388,282.390121178598,1286.0945,1284.9723,1600.2241,985.47833,1284.9723,621.0,-0.7,11.5,597.7,73.4,296.8,4.6,0.7,1.0,0.1,0.0404190268682091,0.0894691160488681,8,,6,3.64283551561253,4.0,5.4
CLR,12375900,19.7,-113.955792097004,47.5101471697895,-1482.43,9.38698,0.76,0.15,0.06,0.01,0.01,0.0,0.02,0.0,-0.01,0.74,0.16,0.06,0.01,0.01,0.0,0.02,0.0,0.0,0.75,0.16,0.05,0.01,0.01,0.0,0.02,0.0,0.0,29.190643,249.325482041141,2025.7733,1906.7252,2625.6721,1010.3051,1906.7252,1264.5,-1.7,8.4,604.4,335.8,319.6,4.2,0.6,1.0,0.0,2.58141159504635,3.21198824769318,37,2.41144312927384,36,3.03013370027132,37.0,3.35
CLR,12377150,32.0,-113.924713934995,47.3369779579002,-1209.9,6.23154,0.48,0.09,0.37,0.02,0.02,0.01,0.01,0.0,0.0,0.48,0.09,0.38,0.01,0.02,0.0,0.01,0.0,0.01,0.47,0.1,0.36,0.02,0.02,0.01,0.01,0.0,0.01,32.322865,216.482313440168,2230.1147,2147.5886,2866.1609,1055.635,2147.5886,1543.4,-2.6,6.9,572.0,560.6,336.1,4.0,0.6,1.0,0.0,3.88180101156468,5.02264678726211,37,3.67837520883098,36,3.49650756146648,41.0,2.1500000000000004
CLR,12383500,17.4,-113.922748506912,47.1378414688503,-1289.08,3.34671,0.97,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,26.832039,271.22469841684,2006.996,1915.0887,2449.4866,1144.4264,1915.0887,1104.1,-1.8,8.8,593.3,277.6,313.8,4.0,0.6,1.0,0.0,1.45271002803063,1.16306581269188,29,1.42022075301207,27,2.91235066461494,27.0,3.5000000000000004
CLR,12388200,1002.0,-114.026406069862,47.1801376222382,-1315.9,2.87809,0.7,0.06,0.16,0.01,0.06,0.0,0.0,0.0,0.01,0.7,0.06,0.17,0.01,0.06,0.0,0.0,0.0,0.0,0.67,0.06,0.19,0.01,0.06,0.0,0.0,0.0,0.01,16.581228,328.217739437129,1417.4641,1469.0397,2684.8098,771.88715,1469.0397,863.9,-0.6,11.1,623.3,151.2,303.0,4.2,0.7,1.0,0.0,0.566704198446082,0.504545302889745,21,,19,6.91075078796194,19.0,5.25
CLR,12388400,60.6,-114.405522623791,47.2308345802181,-1608.82,10.86548,0.9,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,17.577709,350.957992827233,1701.1201,1688.7574,2322.2449,1043.0698,1688.7574,931.0,-0.7,9.5,633.3,163.4,296.5,4.3,0.7,1.0,0.0,0.725135173627586,1.12427233063109,29,0.738335514806985,27,4.12066187053947,27.0,4.4
CLR,12388650,14.8,-114.726517305243,47.5017456192908,-1379.66,4.88585,0.68,0.23,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.64,0.24,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.65,0.33,0.02,0.01,0.0,0.0,0.0,0.0,-0.01,13.326657,60.0367539292688,1282.5743,1295.1555,1782.6558,950.52026,1295.1555,718.2,0.5,12.1,661.8,63.1,287.5,4.6,0.7,1.0,0.0,0.21900465374185,0.326992205256718,6,,4,2.76000994003292,4.0,6.3
CLR,12389500,1651.4,-115.022133561953,47.8240376377543,-1439.62,7.1103,0.71,0.09,0.19,0.0,0.0,0.0,0.01,0.0,0.0,0.65,0.1,0.24,0.0,0.0,0.0,0.01,0.0,0.0,0.66,0.26,0.07,0.0,0.0,0.0,0.01,0.0,0.0,16.950916,257.167664387554,1354.5863,1389.1116,2271.1421,743.98376,1389.1116,831.9,-1.7,10.7,566.6,141.8,302.1,4.3,0.6,1.0,0.0,0.643866744256447,0.749772645742344,63,,62,7.40998405552261,67.0,4.5
CLR,12390700,468.9,-115.51781956399,47.5466357775806,-1448.48,6.73241,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,23.728029,39.3048999790359,1351.6753,1354.129,2063.5112,728.48395,1354.129,1060.3,0.0,10.7,641.3,124.1,285.8,4.6,0.6,1.0,0.0,1.21581712628993,1.62977524989767,63,1.13119899676195,62,6.15251990610877,67.0,5.35
CLR,12391000,53105.4,-113.897274783683,47.2406554770158,-1344.56,5.31056,0.62,0.13,0.18,0.01,0.04,0.01,0.02,0.0,-0.01,0.61,0.14,0.17,0.01,0.04,0.01,0.02,0.0,0.0,0.6,0.17,0.15,0.01,0.04,0.01,0.02,0.0,0.0,16.581059,328.875136903155,1564.7993,1574.0118,3245.0935,711.33447,1574.0118,824.6,-1.5,10.7,576.7,159.7,310.4,4.7,0.7,1.0,0.0,0.970858063348761,0.874329919371369,9,,7,10.8800527272742,7.0,4.6
CLR,12391400,54607.1,-113.942486565683,47.2564137753469,-1345.62,5.30562,0.62,0.13,0.17,0.01,0.04,0.01,0.02,0.0,0.0,0.62,0.14,0.17,0.01,0.04,0.01,0.02,0.0,-0.01,0.6,0.17,0.15,0.01,0.04,0.01,0.02,0.0,0.0,16.69939,325.11008637919,1554.5648,1564.6266,3245.0935,707.07739,1564.6266,831.6,-1.5,10.7,578.1,158.9,309.8,4.7,0.7,1.0,0.0,0.902217803068501,0.755340570691726,55,,53,10.9079375023783,53.0,4.6
CLR,12391550,361.5,-115.786656959942,48.1419490062354,-1433.02,6.38004,0.83,0.07,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.71,0.08,0.18,0.02,0.01,0.0,0.0,0.0,0.0,0.72,0.17,0.08,0.02,0.01,0.0,0.0,0.0,0.0,24.482609,267.080919172571,1326.4644,1330.2415,2611.2471,668.68115,1330.2415,1517.7,-0.6,10.0,635.9,252.3,289.3,4.2,0.6,1.1,0.0,2.56750420618844,2.9859715613098,11,,9,5.89302447429473,9.0,4.7
CLR,12392155,303.6,-116.136778125007,48.2738669633506,-1538.24,8.56686,0.88,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.88,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.81,0.06,0.12,0.01,0.0,0.0,0.0,0.0,0.0,23.240879,169.32535712252,1501.9702,1418.2827,2140.8713,641.39081,1418.2827,1661.8,-0.3,9.4,654.7,253.8,292.4,4.4,0.6,1.1,0.0,3.51266485575657,5.29713723773725,31,,30,5.71899944046106,33.0,4.55
CLR,12392300,313.6,-116.612096652974,48.5138296830738,-1382.18,1.46911,0.86,0.07,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.83,0.08,0.06,0.02,0.0,0.0,0.0,0.0,0.01,0.82,0.1,0.06,0.02,0.0,0.0,0.0,0.0,0.0,17.897755,99.9185467118325,1303.667,1305.9065,2311.4751,637.49756,1305.9065,1180.8,0.0,9.7,651.4,164.7,283.9,4.4,0.6,1.0,0.0,2.51784123921058,3.40377709217446,30,,60,5.75130199062418,32.0,4.85
CLR,12392390,571.4,-116.49597140854,48.4859889028798,-1369.23,2.21792,0.83,0.08,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.81,0.09,0.06,0.03,0.0,0.0,0.0,0.0,0.01,0.81,0.1,0.05,0.03,0.0,0.0,0.0,0.0,0.0099999999999998,15.300273,148.225923008453,1145.2081,1170.4027,2311.4751,631.43658,1170.4027,1150.5,0.4,10.7,665.1,136.4,282.7,4.4,0.6,1.0,0.0,1.96788030609613,2.34119153495558,6,,4,6.3498380476823,4.0,5.55
CLR,12392400,114.4,-116.269993473115,48.3930118989883,-1448.81,1.83634,0.89,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.01,13.566855,266.760770224304,1024.5015,1130.9658,2042.4087,711.17291,1130.9658,1308.4,0.6,11.1,677.1,142.2,281.1,4.4,0.6,1.1,0.0,1.62237003149869,1.69021871618256,6,,4,4.748404354074,4.0,5.85
CLR,12392450,124.7,-116.278343767891,48.3925232018425,-1444.92,1.6846,0.89,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.09,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.04,0.01,0.0,0.0,0.0,0.0,-0.01,13.180196,264.800111111221,995.30548,1104.2181,2042.4087,639.1192,1104.2181,1280.4,0.7,11.2,678.4,135.1,280.8,4.4,0.6,1.1,0.0,1.52716456015626,1.86396215425457,3,,1,4.8338981155962,1.0,5.949999999999999
CLR,12392660,92.5,-116.582042442873,48.3536939988993,-1272.79,0.46879,0.7,0.1,0.07,0.06,0.05,0.01,0.0,0.0,0.01,0.68,0.1,0.09,0.07,0.05,0.01,0.0,0.0,0.0,0.68,0.11,0.07,0.07,0.05,0.02,0.0,0.0,-2.2204460492503086e-16,13.277921,121.304020092348,1014.103,1037.4028,1948.8335,630.15656,1037.4028,1061.1,0.8,11.6,670.9,99.7,281.4,4.5,0.6,1.0,0.0,1.75448122399788,2.25737680881954,6,,4,4.53796143629464,2.0,6.2
CLR,12392895,73.4,-117.089399713575,47.9821646380372,-1509.89,8.83423,0.81,0.12,0.06,0.01,0.01,0.0,0.0,0.0,-0.01,0.79,0.11,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.78,0.1,0.09,0.01,0.01,0.0,0.0,0.0,0.01,14.040766,14.5290983789035,926.07397,975.34833,1789.7474,716.50775,975.34833,937.5,1.6,12.3,695.2,68.8,276.6,4.8,0.7,1.0,0.1,0.750673372473967,0.880601395936214,8,,6,4.30945594183905,5.0,6.95
CLR,12396000,176.0,-117.461213532317,48.2497676540226,-1548.5,9.25594,0.88,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.91,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,16.597195,76.3800855225712,1095.9756,1104.761,1759.5841,624.79529,1104.761,962.8,0.9,11.6,672.4,91.5,282.3,5.0,0.7,1.0,0.1,0.986454295777696,1.37917404204434,24,,22,5.17614973257383,22.0,6.25
CLR,12396500,63219.0,-114.313602232189,47.4117200578982,-1346.09,5.23913,0.64,0.12,0.16,0.01,0.04,0.01,0.02,0.0,0.0,0.63,0.13,0.16,0.01,0.04,0.01,0.02,0.0,0.0,0.62,0.16,0.14,0.01,0.04,0.01,0.02,0.0,0.0,16.437183,288.654577062982,1486.2556,1493.8737,3233.7478,606.14972,1493.8737,869.4,-1.2,10.8,590.7,152.2,305.7,4.6,0.7,1.0,0.0,1.02127194802646,0.732409749304307,67,,66,11.0543759857696,71.0,4.800000000000001
CLR,12396900,181.3,-117.155051288237,48.8676948045384,-1317.65,10.39768,0.95,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,23.331152,252.883226902584,1515.7756,1487.6366,2152.8479,777.65503,1487.6366,1467.8,-1.1,8.6,627.9,232.8,287.8,4.1,0.6,1.0,0.0,1.67640066901934,2.55088097513532,24,,44,5.20565368168462,21.0,3.75
CLR,12398000,370.0,-117.206064457157,48.8307554543618,-1364.17,7.55705,0.93,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.92,0.03,0.03,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,0.9,0.04,0.05,0.0,0.0,0.0,0.01,0.0,0.0,21.309923,291.712619870323,1441.4735,1407.7521,2185.7776,613.93036,1407.7521,1362.4,-0.8,9.1,637.2,198.9,283.5,4.1,0.6,1.0,0.0,1.57540491767235,1.93947962206597,28,,51,5.91620206260744,22.0,4.15
CLR,12399600,495.2,-117.628457671148,48.8153875793826,-1348.68,1.7764,0.82,0.09,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.8,0.11,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.84,0.11,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,15.639277,289.618318933627,1027.7733,1042.9402,2188.3669,404.33655,1042.9402,986.5,0.8,11.5,699.7,95.6,271.0,4.3,0.6,1.0,0.0,0.524203284745436,0.690060936137336,5,,3,6.2069790712577,3.0,6.15
CLR,12400900,225.4,-119.084299460867,48.9136792628175,-1366.62,1.137,0.47,0.15,0.36,0.01,0.0,0.0,0.0,0.0,0.01,0.46,0.16,0.36,0.01,0.0,0.0,0.0,0.0,0.01,0.46,0.15,0.36,0.01,0.0,0.0,0.0,0.0,0.02,11.241385,13.8149503466726,1236.804,1244.8395,2209.563,799.02246,1244.8395,551.7,-0.7,10.3,585.0,76.2,288.0,5.2,0.7,1.0,0.1,0.239762217041031,0.232298187313834,7,,5,5.42230334632903,5.0,4.800000000000001
CLR,12407500,142.3,-117.616600297988,48.0942308433148,-1307.6,4.94595,0.71,0.14,0.06,0.02,0.01,0.01,0.06,0.0,-0.01,0.73,0.12,0.06,0.02,0.01,0.01,0.06,0.0,-0.01,0.71,0.11,0.07,0.02,0.01,0.01,0.06,0.0,0.01,11.142908,242.46262291615,777.06519,814.23206,1429.4553,609.09741,814.23206,753.0,1.5,13.7,667.9,55.3,286.6,5.3,0.7,1.0,0.1,0.208026876495331,0.134898345776802,20,,19,4.96494033483413,19.0,7.6
