,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,q_mean_mm,q_sd_mm,record_len_years,camels_q_mean_mm,n_years,log_drainage_area_km2,n_complete_years,tmean,replaced_zero_flow_uar_mean,replaced_zero_flow_uar_median,replaced_zero_flow_uar_mad,replaced_zero_flow_uar_std,replaced_zero_flow_uar_skew,replaced_zero_flow_uar_kurt,log_uar_mean,log_uar_median,log_uar_mad,log_uar_std,log_uar_skew,log_uar_kurt
3,ERK,05014000,25.1,-113.698324554865,48.7473030655042,-1360.49,6.84797,0.34,0.21,0.38,0.02,0.02,0.01,0.02,0.0,0.0,0.31,0.24,0.39,0.02,0.02,0.01,0.02,0.0,-0.01,0.29,0.24,0.39,0.02,0.02,0.01,0.02,0.01,0.0,28.569471,313.261476528284,2050.3887,2054.7681,3014.0505,1505.3654,2054.7681,1733.6,-3.9,5.8,532.1,591.3,308.6,3.8,0.6,1.0,0.0,2.55356033103277,3.27402540035413,29,,28,3.26193531432865,,0.95,3.5289177894592285,3.5867319107055664,1.3464187383651733,1.556548833847046,-0.2161465436220169,-0.9994114637374878,3.5289177894592285,3.5867319107055664,1.3464187383651733,1.556548833847046,-0.2161465436220169,-0.9994114637374878
4,ERK,05014500,79.6,-113.70672430639,48.7825781796589,-1432.37,8.54318,0.43,0.25,0.26,0.02,0.02,0.01,0.02,0.0,-0.01,0.42,0.25,0.27,0.02,0.02,0.0,0.02,0.0,0.0,0.41,0.25,0.27,0.02,0.02,0.01,0.02,0.0,0.0,28.078302,255.79081282083,1959.3929,1964.2886,2912.1887,1488.0842,1964.2886,1604.5,-3.6,6.5,543.1,492.1,307.5,3.9,0.6,1.0,0.0,4.49138113780941,5.77298156875147,69,,68,4.38949864951258,,1.45,3.268996000289917,3.138768196105957,0.9742934703826904,1.158314824104309,0.21914121508598328,-0.26822376251220703,3.268996000289917,3.138768196105957,0.9742934703826904,1.158314824104309,0.21914121508598328,-0.26822376251220703
5,ERK,05017500,710.7,-113.56591015229,48.721542079282,-1436.65,12.32556,0.47,0.17,0.29,0.01,0.01,0.0,0.04,0.0,0.01,0.45,0.17,0.3,0.01,0.01,0.0,0.05,0.0,0.01,0.44,0.21,0.26,0.01,0.02,0.01,0.05,0.01,-0.01,20.913616,345.753753989434,1814.8259,1857.2651,3062.9473,1363.9064,1857.2651,1335.2,-2.9,7.5,567.1,367.6,301.8,4.1,0.7,1.0,0.0,2.60196441836657,3.02039664976885,69,,68,6.56765647430523,,2.3,2.716677188873291,2.704624891281128,1.114092230796814,1.2468180656433105,0.027280107140541077,-1.2699803113937378,2.716677188873291,2.704624891281128,1.114092230796814,1.2468180656433105,0.027280107140541077,-1.2699803113937378
6,ERK,05AA008,402.9,-114.555133514517,49.634643307048,-1507.61,15.45272,0.64,0.1,0.21,0.02,0.01,0.02,0.0,0.0,0.0,0.63,0.11,0.22,0.01,0.01,0.02,0.0,0.0,0.0,0.61,0.12,0.22,0.01,0.01,0.02,0.01,0.0,0.0,15.057178,95.682564210088,1661.9714,1705.9473,2799.1418,1280.0974,1705.9473,799.4,-3.7,7.2,531.5,156.7,284.0,4.4,0.7,1.0,0.1,1.09904963476822,1.38819503297556,69,,68,6.00116732256937,58.0,1.75,2.061863660812378,1.8339409828186035,0.7442838549613953,0.9038494229316711,0.7296620607376099,-0.2627112865447998,2.061863660812378,1.8339409828186035,0.7442838549613953,0.9038494229316711,0.7296620607376099,-0.2627112865447998
7,ERK,05AA022,820.6,-114.367910879131,49.3743737912964,-1397.57,8.62704,0.55,0.15,0.25,0.01,0.03,0.0,0.0,0.0,0.0099999999999998,0.54,0.17,0.25,0.01,0.03,0.0,0.0,0.0,0.0,0.52,0.22,0.24,0.01,0.01,0.0,0.0,0.0,0.0,16.131596,60.754588989085,1671.9384,1714.5967,2759.7065,1193.3268,1714.5967,932.4,-3.0,7.2,559.4,203.7,288.4,4.5,0.7,1.0,0.1,1.62547865812631,2.6711277829701,68,,68,6.71125365861435,72.0,2.1,2.153261184692383,1.812082290649414,0.9538556933403015,1.1521856784820557,0.7610426545143127,-0.3888826370239258,2.153261184692383,1.812082290649414,0.9538556933403015,1.1521856784820557,0.7610426545143127,-0.3888826370239258
8,ERK,05AA023,1447.8,-114.471124234491,49.9599813289081,-1545.38,17.50991,0.71,0.1,0.18,0.01,0.01,0.0,0.0,0.0,-0.01,0.7,0.1,0.18,0.0,0.01,0.0,0.0,0.0,0.01,0.69,0.11,0.19,0.0,0.01,0.0,0.0,0.0,0.0,14.753471,97.4410697221071,1848.0371,1857.3859,3064.323,1272.33,1857.3859,738.9,-4.5,6.4,506.4,155.8,287.4,4.6,0.7,1.0,0.1,0.765006571711812,1.28681259740134,59,,59,7.2784909065692,59.0,0.9500000000000002,1.4681259393692017,1.1976600885391235,0.875408947467804,1.0832220315933228,0.8166714906692505,-0.055565137416124344,1.4681259393692017,1.1976600885391235,0.875408947467804,1.0832220315933228,0.8166714906692505,-0.055565137416124344
9,ERK,05AA035,1837.9,-114.392622139741,49.938908911853,-1486.82,15.64992,0.62,0.14,0.21,0.01,0.02,0.0,0.0,0.0,0.0,0.62,0.14,0.22,0.01,0.02,0.0,0.0,0.0,-0.01,0.6,0.14,0.25,0.0,0.01,0.0,0.0,0.0,0.0,13.193043,117.555650908086,1760.9982,1769.4253,3064.323,1187.3035,1769.4253,702.5,-4.1,7.0,518.3,138.0,286.8,4.8,0.7,1.0,0.1,0.773177409305936,1.44985738023787,7,,7,7.51692284574681,14.0,1.4500000000000002,1.3000905513763428,1.0249245166778564,0.8708850145339966,1.0804730653762817,0.8581913113594055,0.07630357891321182,1.3000905513763428,1.0249245166778564,0.8708850145339966,1.0804730653762817,0.8581913113594055,0.07630357891321182
10,ERK,05AB022,1.4,-114.068624282464,50.1018871525851,-1520.0,19.0,0.87,0.05,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.84,0.07,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.15,0.81,0.04,0.0,0.0,0.0,0.0,0.0,0.0,12.137738,353.224484825441,1530.0835,1532.9474,1697.9468,1403.3276,1532.9474,571.4,-3.0,8.8,549.1,71.1,275.3,5.8,0.8,1.0,0.1,0.0546564308369473,0.243413583824598,7,,7,0.8754687373539,6.0,2.9000000000000004,-2.22096586227417,-2.6173958778381348,0.709873378276825,1.2162400484085083,3.022792339324951,8.0166597366333,-2.22096586227417,-2.6173958778381348,0.709873378276825,1.2162400484085083,3.022792339324951,8.0166597366333
11,ERK,05AB030,6.1,-114.060252411297,50.1091177165784,-1520.0,19.0,0.73,0.07,0.1,0.01,0.08,0.0,0.0,0.0,0.01,0.73,0.08,0.1,0.02,0.08,0.0,0.0,0.0,-0.01,0.06,0.89,0.05,0.0,0.0,0.0,0.0,0.0,0.0,10.999665,359.640402447461,1461.5339,1464.7528,1697.9468,1321.0,1464.7528,549.4,-2.8,9.3,552.6,63.6,276.0,5.8,0.8,1.0,0.1,0.194604498147931,0.474143797044518,21,,19,1.96009478404727,5.0,3.2500000000000004,-0.5247232913970947,-0.3987760841846466,1.3728361129760742,1.7979663610458374,-0.23509623110294342,-0.00456015532836318,-0.5247232913970947,-0.3987760841846466,1.3728361129760742,1.7979663610458374,-0.23509623110294342,-0.00456015532836318
12,ERK,05AD003,617.3,-113.959022256755,49.0174170754785,-1471.57,8.75434,0.55,0.13,0.25,0.01,0.01,0.0,0.03,0.0,0.02,0.54,0.16,0.24,0.01,0.01,0.0,0.03,0.0,0.0099999999999998,0.38,0.18,0.37,0.01,0.02,0.0,0.03,0.0,0.0099999999999998,23.167273,349.791155313954,1846.6346,1833.0974,3187.4797,1274.2689,1833.0974,1303.9,-3.1,7.0,562.0,360.7,299.4,4.0,0.7,1.0,0.0,2.50461195705253,3.66915350519655,66,,66,6.42697377656452,73.0,1.95,2.6762800216674805,2.3678553104400635,0.9213710427284241,1.1046671867370605,0.6919678449630737,-0.5273638963699341,2.6762800216674805,2.3678553104400635,0.9213710427284241,1.1046671867370605,0.6919678449630737,-0.5273638963699341
15,ERK,05BA001,426.9,-116.352409830302,51.5863249884305,-1325.41,11.09095,0.42,0.03,0.35,0.01,0.01,0.02,0.04,0.13,-0.01,0.41,0.03,0.39,0.01,0.01,0.02,0.04,0.09,0.0,0.42,0.03,0.4,0.01,0.01,0.02,0.04,0.07,0.0,17.657234,157.92843192733,2201.8984,2199.0891,3330.2544,1559.8314,2199.0891,917.1,-7.2,3.1,411.5,406.1,300.9,3.4,0.6,1.0,0.0,2.61033308404114,2.42181357445398,54,,53,6.05888952342277,20.0,-2.05,2.9173576831817627,3.038745403289795,1.0027621984481812,1.1307613849639893,-0.19363395869731903,-1.3097513914108276,2.9173576831817627,3.038745403289795,1.0027621984481812,1.1307613849639893,-0.19363395869731903,-1.3097513914108276
16,ERK,05BB001,2210.5,-116.010586954251,51.3602361379286,-1396.83,13.99387,0.51,0.04,0.35,0.01,0.01,0.01,0.02,0.05,0.0,0.5,0.04,0.38,0.01,0.01,0.01,0.02,0.03,0.0,0.49,0.04,0.39,0.01,0.01,0.01,0.01,0.02,0.02,19.713493,96.7822306286978,2165.0339,2140.7561,3491.4385,1399.4758,2140.7561,808.0,-7.0,3.8,419.3,310.3,296.6,3.8,0.6,1.0,0.0,1.51518564284555,1.72558978435105,68,,69,7.70142629730838,74.0,-1.6,2.3294548988342285,2.040404796600342,0.8802955746650696,1.001747727394104,0.5472942590713501,-1.0263774394989014,2.3294548988342285,2.040404796600342,0.8802955746650696,1.001747727394104,0.5472942590713501,-1.0263774394989014
17,ERK,05BF016,9.3,-115.188841697707,50.9598803367563,-1520.0,19.0,0.67,0.07,0.24,0.01,0.01,0.0,0.0,0.0,0.0,0.66,0.08,0.24,0.01,0.01,0.0,0.0,0.0,0.0,0.62,0.09,0.27,0.01,0.01,0.0,0.0,0.0,0.0,19.819534,92.5297753104296,2115.48,2126.5452,2797.0708,1593.2825,2126.5452,844.4,-6.7,5.5,440.0,263.7,305.4,4.6,0.7,1.1,0.1,1.38509295268068,1.98776169427532,55,,53,2.33214389523559,24.0,-0.6000000000000001,2.0912365913391113,1.9981670379638672,1.0204617977142334,1.212648630142212,0.28495118021965027,-0.8595580458641052,2.0912365913391113,1.9981670379638672,1.0204617977142334,1.212648630142212,0.28495118021965027,-0.8595580458641052
18,ERK,05BF017,3.2,-115.198247635346,50.961738913854,-1520.0,19.0,0.44,0.09,0.44,0.01,0.02,0.0,0.0,0.0,0.0,0.44,0.09,0.43,0.01,0.02,0.0,0.0,0.0,0.01,0.39,0.12,0.45,0.02,0.02,0.0,0.0,0.0,0.0,23.171326,111.179892886141,2303.0452,2269.3518,2797.0708,1749.2096,2269.3518,893.5,-7.4,4.6,422.4,325.6,313.8,4.6,0.7,1.1,0.1,1.15307885392433,1.95732310011511,24,,23,1.43508452528932,20.0,-1.4000000000000004,1.787366509437561,1.5917384624481201,1.1843130588531494,1.3933354616165161,0.4232226610183716,-0.8762538433074951,1.787366509437561,1.5917384624481201,1.1843130588531494,1.3933354616165161,0.4232226610183716,-0.8762538433074951
19,ERK,05BF018,3.0,-115.193715060986,50.9525630607552,-1520.0,19.0,0.74,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.04,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.64,0.07,0.27,0.0,0.01,0.0,0.0,0.0,0.01,19.789234,51.6288861961688,2156.0425,2160.4885,2579.0291,1760.0,2160.4885,879.1,-7.1,4.9,428.1,292.3,311.9,4.5,0.7,1.1,0.1,1.20030893991207,2.18147236090469,24,,23,1.38629436111989,21.0,-1.0999999999999996,1.848199486732483,1.5941704511642456,1.1233807802200317,1.3623265027999878,0.3813784718513489,-0.25650554895401,1.848199486732483,1.5941704511642456,1.1233807802200317,1.3623265027999878,0.3813784718513489,-0.25650554895401
20,ERK,05BF019,2.2,-115.179146309961,50.9684270034217,-1520.0,19.0,0.77,0.11,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.77,0.11,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.76,0.09,0.13,0.01,0.01,0.0,0.0,0.0,0.0,18.397602,122.265717006108,1995.1084,2039.864,2740.0476,1716.5253,2039.864,830.4,-6.4,5.8,447.0,230.6,300.3,4.6,0.7,1.1,0.1,0.823518955180637,1.44337774003735,24,,23,1.16315080980568,21.0,-0.3000000000000002,1.6226606369018555,1.4458085298538208,0.9766420125961304,1.1766587495803833,0.5312925577163696,-0.44238531589508057,1.6226606369018555,1.4458085298538208,0.9766420125961304,1.1766587495803833,0.5312925577163696,-0.44238531589508057
21,ERK,05BF020,1.3,-115.21040157579,50.9591787279296,-1520.0,19.0,0.26,0.15,0.54,0.02,0.03,0.0,0.0,0.0,0.0,0.27,0.16,0.53,0.02,0.02,0.0,0.0,0.0,0.0,0.16,0.12,0.67,0.03,0.02,0.0,0.0,0.0,0.0,22.923607,92.9385456505322,2437.2686,2438.2671,2797.0708,2191.6809,2438.2671,957.0,-8.3,3.4,397.6,426.4,329.9,4.5,0.7,1.1,0.1,2.02634267021887,2.9751409402469,23,,21,0.832909122935104,5.0,-2.45,1.8608126640319824,2.3279030323028564,1.888825535774231,2.3183226585388184,-0.7117133736610413,-0.6061445474624634,1.8608126640319824,2.3279030323028564,1.888825535774231,2.3183226585388184,-0.7117133736610413,-0.6061445474624634
22,ERK,05BG002,212.4,-115.356392707848,51.3447581704532,-1520.0,19.0,0.39,0.03,0.55,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.39,0.03,0.55,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.32,0.04,0.6,0.02,0.02,0.0,0.0,0.0,0.0,25.257328,132.286233485577,2205.959,2209.2268,3097.179,1540.12,2209.2268,895.6,-7.5,4.2,417.2,306.5,305.6,4.4,0.7,1.1,0.1,1.26289711846696,1.62549438819153,44,,44,5.36316833886765,5.0,-1.65,2.174809217453003,2.068720817565918,0.7952252626419067,0.9684600234031677,0.48073527216911316,-0.48988091945648193,2.174809217453003,2.068720817565918,0.7952252626419067,0.9684600234031677,0.48073527216911316,-0.48988091945648193
23,ERK,05BG006,333.9,-115.094935317336,51.3669885438424,-1550.06,17.38127,0.73,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.01,0.71,0.06,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.15,0.21,0.01,0.01,0.0,0.0,0.0,0.0,10.819621,95.5487059664654,1621.3357,1710.1625,2878.0,1263.9647,1710.1625,716.8,-5.6,7.1,466.4,146.2,288.3,4.9,0.7,1.1,0.1,0.563321363629418,1.04416156836515,53,,52,5.81383197980016,53.0,0.75,1.2986737489700317,1.2408193349838257,0.8332172632217407,1.025263786315918,0.31234392523765564,0.03709894046187401,1.2986737489700317,1.2408193349838257,0.8332172632217407,1.025263786315918,0.31234392523765564,0.03709894046187401
24,ERK,05BH015,475.3,-114.765674165179,51.0358986423316,-1249.97,5.91994,0.62,0.1,0.11,0.01,0.15,0.0,0.0,0.0,0.01,0.62,0.1,0.11,0.01,0.15,0.0,0.0,0.0,0.01,0.44,0.37,0.14,0.01,0.02,0.0,0.0,0.0,0.02,7.5932846,54.2410934579884,1448.9468,1508.8853,2480.4341,1203.8501,1508.8853,641.6,-4.1,8.8,509.9,88.5,279.9,5.0,0.7,1.0,0.1,0.403622600597637,1.08469752270863,11,,10,6.16604790780681,16.0,2.3500000000000005,0.43154606223106384,0.3161765933036804,1.0325026512145996,1.3030964136123657,0.3349832594394684,0.27163028717041016,0.43154606223106384,0.3161765933036804,1.0325026512145996,1.3030964136123657,0.3349832594394684,0.27163028717041016
25,ERK,05BJ004,793.9,-114.85841172229,50.8223601647754,-1495.13,16.22432,0.6,0.05,0.31,0.01,0.02,0.0,0.0,0.0,0.01,0.6,0.06,0.32,0.01,0.02,0.0,0.0,0.0,-0.01,0.5,0.11,0.35,0.01,0.01,0.0,0.0,0.0,0.02,18.188053,63.112709338639,1902.6121,1937.1597,3162.2478,1302.8475,1937.1597,811.7,-5.9,6.4,462.4,212.8,295.7,4.8,0.7,1.0,0.1,1.01557761343181,1.23524022040225,66,,65,6.67821632057907,45.0,0.25,2.1174886226654053,2.0079312324523926,0.5921309590339661,0.7395451664924622,0.7307175993919373,0.3336477279663086,2.1174886226654053,2.0079312324523926,0.5921309590339661,0.7395451664924622,0.7307175993919373,0.3336477279663086
26,ERK,05BJ005,1225.4,-114.688940785816,50.8907096530105,-1441.69,10.51121,0.45,0.06,0.25,0.01,0.19,0.03,0.01,0.0,0.0,0.45,0.06,0.25,0.01,0.19,0.03,0.01,0.0,0.0,0.36,0.2,0.32,0.02,0.06,0.03,0.01,0.0,-2.2204460492503086e-16,12.554658,61.3336409719327,1640.5004,1682.0446,3162.2478,1074.9501,1682.0446,697.9,-4.8,7.8,490.3,150.4,288.0,5.1,0.7,1.0,0.1,0.680594930526693,0.78008920015833,28,,28,7.11183832755761,28.0,1.5,1.6823793649673462,1.5095269680023193,0.6636908054351807,0.8193885684013367,0.6391762495040894,-0.05975158140063286,1.6823793649673462,1.5095269680023193,0.6636908054351807,0.8193885684013367,0.6391762495040894,-0.05975158140063286
27,ERK,05BJ006,439.2,-114.910957877233,50.7576285282977,-1532.76,18.31318,0.5,0.04,0.43,0.01,0.01,0.0,0.0,0.0,0.01,0.5,0.04,0.44,0.01,0.01,0.0,0.0,0.0,0.0,0.43,0.06,0.48,0.01,0.02,0.0,0.0,0.0,0.0,21.999058,58.1877811674961,2102.1335,2105.6543,3162.2478,1510.6849,2105.6543,873.5,-6.6,5.3,443.3,268.3,301.1,4.7,0.7,1.0,0.1,1.24564312252052,1.37650940234134,29,,27,6.08722916909236,8.0,-0.6499999999999999,2.3545541763305664,2.2747411727905273,0.6447228789329529,0.785537838935852,0.6118760108947754,-0.23594121634960175,2.3545541763305664,2.2747411727905273,0.6447228789329529,0.785537838935852,0.6118760108947754,-0.23594121634960175
28,ERK,05BJ010,1192.4,-114.703844485255,50.8881196043458,-1448.15,10.80185,0.47,0.05,0.25,0.01,0.19,0.02,0.0,0.0,0.01,0.46,0.06,0.26,0.01,0.19,0.02,0.0,0.0,0.0,0.37,0.2,0.32,0.02,0.06,0.03,0.0,0.0,-2.2204460492503086e-16,12.850412,61.8608402511273,1663.3898,1697.557,3162.2478,1080.9354,1697.557,704.5,-4.8,7.7,488.7,153.6,288.4,5.1,0.7,1.0,0.1,0.853708088985422,1.16951529463155,36,,36,7.08456165508798,16.0,1.4500000000000002,1.8732171058654785,1.73020339012146,0.5766023993492126,0.7286521792411804,0.8854534029960632,0.8651546239852905,1.8732171058654785,1.73020339012146,0.5766023993492126,0.7286521792411804,0.8854534029960632,0.8651546239852905
29,ERK,05BK001,259.9,-114.489687905741,50.879691174813,-1197.55,1.63274,0.54,0.1,0.11,0.02,0.22,0.0,0.0,0.0,0.01,0.54,0.1,0.11,0.01,0.23,0.0,0.0,0.0,0.01,0.32,0.52,0.13,0.01,0.02,0.0,0.0,0.0,0.0,5.5525546,59.0263843378142,1331.0532,1346.402,1776.8098,1158.8846,1346.402,563.1,-3.3,9.8,530.5,57.3,277.4,5.5,0.7,1.0,0.1,0.364296211150989,1.17392881363582,61,,59,5.56413719214268,11.0,3.2500000000000004,0.11627458781003952,0.34545403718948364,1.3996416330337524,1.995727777481079,-1.5182658433914185,4.3142194747924805,0.11627458781003952,0.34545403718948364,1.3996416330337524,1.995727777481079,-1.5182658433914185,4.3142194747924805
30,ERK,05BL012,1492.6,-114.478531588377,50.6941620031132,-1466.9,9.25091,0.46,0.06,0.14,0.01,0.32,0.01,0.0,0.0,0.0,0.45,0.06,0.14,0.01,0.33,0.01,0.0,0.0,0.0,0.38,0.25,0.24,0.02,0.11,0.01,0.0,0.0,-0.01,9.7815332,68.8922199956607,1405.5801,1521.2363,3140.5422,1048.9396,1521.2363,628.6,-4.0,8.7,512.1,104.7,284.1,5.4,0.7,1.0,0.1,0.513162937873494,1.21379676610735,14,,50,7.30894459222751,18.0,2.35,0.8543636798858643,0.6633469462394714,0.9452461004257202,1.1486748456954956,0.6618641018867493,-0.11164114624261856,0.8543636798858643,0.6633469462394714,0.9452461004257202,1.1486748456954956,0.6618641018867493,-0.11164114624261856
32,ERK,05BL014,591.1,-114.628934061948,50.6204443786988,-1511.96,13.98911,0.58,0.06,0.22,0.01,0.12,0.01,0.0,0.0,1.11022302462516e-16,0.58,0.06,0.22,0.01,0.12,0.01,0.0,0.0,1.11022302462516e-16,0.52,0.17,0.26,0.01,0.03,0.01,0.0,0.0,0.0,15.116645,59.8382372728384,1699.0452,1765.4391,3140.5422,1172.9689,1765.4391,715.3,-5.0,7.2,486.2,158.4,290.2,5.1,0.7,1.0,0.1,0.750046149366454,1.41539008764174,48,,47,6.38367553953773,53.0,1.1,1.4778003692626953,1.2986595630645752,0.8532825708389282,1.043177843093872,0.7171080112457275,-0.0632103979587555,1.4778003692626953,1.2986595630645752,0.8532825708389282,1.043177843093872,0.7171080112457275,-0.0632103979587555
33,ERK,05BL020,1565.2,-114.454037476861,50.6951578078707,-1451.53,8.82141,0.43,0.06,0.14,0.01,0.34,0.02,0.0,0.0,0.0,0.43,0.06,0.14,0.01,0.34,0.01,0.0,0.0,0.01,0.36,0.24,0.24,0.02,0.12,0.02,0.0,0.0,0.0,9.4107246,71.2533397630936,1385.0,1501.2723,3140.5422,1013.1442,1501.2723,620.9,-3.9,8.8,514.3,101.6,283.7,5.4,0.7,1.0,0.1,0.380134263604537,0.726229775204645,9,,7,7.35640758231684,7.0,2.45,0.7871313691139221,0.7244045734405518,0.9816647171974182,1.2286434173583984,0.13848508894443512,-0.13336776196956635,0.7871313691139221,0.7244045734405518,0.9816647171974182,1.2286434173583984,0.13848508894443512,-0.13336776196956635
34,ERK,05BL022,166.3,-114.652641169217,50.2292058773877,-1538.27,17.46477,0.85,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.06,0.12,0.0,0.0,0.0,0.0,0.0,1.11022302462516e-16,14.82273,53.7705288276149,1999.9857,2012.2468,2869.7695,1657.8846,2012.2468,788.3,-5.5,5.0,472.0,199.5,292.8,4.4,0.7,1.1,0.1,1.03079270902924,2.3871183456202,50,,49,5.11978860799278,51.0,-0.25,1.5271741151809692,1.2368923425674438,1.0450587272644043,1.2704622745513916,0.6784549355506897,-0.20175382494926453,1.5271741151809692,1.2368923425674438,1.0450587272644043,1.2704622745513916,0.6784549355506897,-0.20175382494926453
37,ERK,05CA003,5.8,-115.140085663421,51.6723491833578,-1052.0,0.0,0.86,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.48,0.13,0.0,0.0,0.0,0.0,0.0,0.01,9.9234686,150.757882006075,1551.7839,1545.3458,1687.0311,1372.4172,1545.3458,662.3,-5.4,7.6,466.2,110.4,287.0,5.1,0.7,1.0,0.1,0.32763682908755,0.683154284907089,30,,28,1.91692261218206,5.0,1.0999999999999996,0.5710680484771729,0.8711702823638916,1.27922785282135,1.6823159456253052,-0.878789484500885,0.9313170313835144,0.5710680484771729,0.8711702823638916,1.27922785282135,1.6823159456253052,-0.878789484500885,0.9313170313835144
38,ERK,05CA009,2240.6,-115.588782689165,51.6115294110523,-1491.4,17.11505,0.53,0.05,0.38,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.52,0.06,0.39,0.01,0.01,0.0,0.0,0.01,0.0,0.5,0.08,0.39,0.01,0.01,0.0,0.0,0.01,0.0,16.640757,70.0508856246367,2037.9994,2047.1592,3231.5356,1300.9689,2047.1592,778.5,-7.1,4.6,422.4,240.0,294.0,4.4,0.7,1.0,0.1,0.834657217582416,1.19540610725026,43,,43,7.71494517558274,49.0,-1.25,1.7599762678146362,1.551835536956787,0.823151707649231,0.9489370584487915,0.512708306312561,-0.6935808658599854,1.7599762678146362,1.551835536956787,0.823151707649231,0.9489370584487915,0.512708306312561,-0.6935808658599854
39,ERK,05CB001,2564.8,-114.479943159133,51.61549234865,-1088.49,0.88043,0.21,0.05,0.15,0.01,0.56,0.01,0.01,0.0,0.0,0.21,0.05,0.15,0.01,0.56,0.01,0.01,0.0,0.0,0.18,0.17,0.15,0.03,0.45,0.02,0.01,0.0,-0.01,2.9370131,38.3355434570202,1156.3055,1185.7908,1877.0033,910.89154,1185.7908,520.7,-3.6,9.6,515.6,53.4,270.8,5.3,0.7,1.0,0.1,0.160035767816622,0.333454785083751,59,,58,7.85002559981524,62.0,3.0,-0.39778193831443787,-0.28445735573768616,1.170627236366272,1.5469204187393188,-0.7658223509788513,2.829472780227661,-0.39778193831443787,-0.28445735573768616,1.170627236366272,1.5469204187393188,-0.7658223509788513,2.829472780227661
41,ERK,05CB004,660.6,-114.742441260219,52.0732688576272,-1232.22,0.0,0.33,0.08,0.14,0.02,0.42,0.01,0.0,0.0,0.0,0.32,0.08,0.14,0.02,0.42,0.01,0.0,0.0,0.01,0.2,0.19,0.18,0.05,0.36,0.01,0.0,0.0,0.0099999999999998,1.3828063,31.6569596975302,1069.0,1099.3977,1498.7256,961.8501,1099.3977,566.8,-4.3,9.4,506.8,69.1,266.9,4.9,0.7,1.0,0.1,0.29641405973599,0.309652253636702,48,,47,6.49466114370948,51.0,2.5500000000000003,1.030638337135315,0.9398740530014038,0.43672001361846924,0.5828475952148438,1.0908647775650024,2.562321662902832,1.030638337135315,0.9398740530014038,0.43672001361846924,0.5828475952148438,1.0908647775650024,2.562321662902832
42,ERK,05CC001,1798.2,-114.198509311595,52.6346293653573,-1081.7,1.0497,0.15,0.05,0.08,0.01,0.64,0.02,0.05,0.0,0.0,0.15,0.05,0.08,0.01,0.64,0.01,0.05,0.0,0.0099999999999998,0.09,0.09,0.13,0.04,0.57,0.02,0.05,0.0,0.01,1.5586299,29.1505865007417,937.22528,939.66498,1107.0,843.95844,939.66498,550.4,-3.3,9.3,545.7,66.1,257.3,4.9,0.7,1.0,0.1,0.135619688930052,0.437017250285781,56,,56,7.49509740064511,53.0,3.0000000000000004,-0.8446326851844788,-1.0684068202972412,1.1027387380599976,1.4197676181793213,0.6022887825965881,1.0144627094268799,-0.8446326851844788,-1.0684068202972412,1.1027387380599976,1.4197676181793213,0.6022887825965881,1.0144627094268799
